Item_Identifier,Item_Outlet_Sales
FDA10,1906.841494013136
FDA11,1578.4655686357764
NCM06,2467.534172971687
NCT05,4364.221282401088
NCY06,2128.266847379095
FDY56,3803.463085826915
FDL02,1763.876683495339
NCI06,2992.7615570105913
FDP36,743.9075999821098
FDK21,5552.337923637948
NCK54,-31.051479294309956
FDY09,2586.1992302632743
NCW30,4345.669493890768
NCC55,1964.2427597962146
FDE58,1584.094157469739
FDR39,3011.8945340796795
FDU28,3063.1138079777284
FDG22,610.000755580578
FDC34,2625.28258006512
FDP15,3886.5987082279103
FDU45,1993.621214658373
FDQ04,2009.8120957588371
FDX22,3163.532414024153
NCH43,4930.279075197914
DRE60,3561.68990163113
FDD17,5272.732049200937
NCH55,2027.6804120371075
FDA48,5033.954023533535
FDY58,5169.956891239119
FDH35,2774.0772501798324
FDO16,1346.0461729865892
FDU47,3770.7334876939926
FDK55,2904.7518910556687
FDN08,1992.3257185889547
FDJ12,3112.7714632226835
NCN53,566.7919874681464
FDY12,933.4864704708752
FDU15,720.7829377716198
FDQ19,4010.415085932917
DRE25,-513.0088942188487
FDK57,1636.517446991404
FDR34,5182.330200221317
FDE35,-967.3296940062712
NCD31,2745.234520507143
FDJ56,1732.5216098735614
NCU53,2699.910072799496
FDD39,3576.219798309519
NCU17,-260.5427483805622
FDJ20,1956.9772415384436
NCW41,2257.5677993253757
FDL52,710.6407054255478
FDS39,2481.6952619145773
FDM51,1636.1335127152656
DRM49,336.79359113994826
DRF23,2848.8891246253074
DRH01,2839.647543105524
FDH12,3154.8716375953204
FDA28,77.91197847213482
FDW37,1106.659038076062
FDF02,1624.950655571794
DRL37,584.365408075963
NCF43,2253.0778204154417
FDR34,1853.5983144260813
NCK19,3209.388205156795
NCD55,331.5619420909825
FDT27,3930.6793380142194
FDA47,2756.978774420273
DRG15,2387.933709356534
FDE05,2054.7090824798847
FDN46,1597.9335358047697
FDX27,2863.0389153694387
FDU33,707.4399950879865
FDJ16,2327.281922271258
FDD20,108.92204746347159
FDT36,579.9308831707365
DRF15,3876.2507621070768
FDC22,4526.582055120005
FDT13,3064.2747359708806
FDU31,1654.7132110138587
FDW59,2865.1598488817194
NCO29,2691.2962815092565
FDL15,2615.5134707651328
FDI41,2389.4794769669816
FDQ48,1685.1955246583002
DRI39,834.9740560692437
FDI08,4116.378120255891
FDC21,1878.373117305889
FDF58,1130.3670260172314
NCP18,531.2991250436467
NCR41,1578.7052686955878
FDA27,4110.8888031480765
FDA43,3317.6182371016153
NCE55,2596.006014510935
DRM49,2053.2220377187223
FDF22,4932.527011858116
FDQ15,965.6004881361152
NCY05,579.5730252101853
FDR45,3918.426945583555
FDK57,2047.2247584757552
FDV21,2043.555416655172
FDD51,636.3717024518987
FDF33,1970.958943961722
FDA38,3880.1777233807293
FDC60,2827.2601001305948
DRH01,2774.380919399713
FDW08,1672.8706647445374
FDF38,2043.426676826773
FDG34,1861.280236609392
FDG47,2335.7385131581586
NCF18,3145.1728010067513
FDL39,990.3531486650422
NCH55,2114.4265161107865
DRJ35,1030.4044644622643
FDS44,4022.2916932058956
DRE01,3550.8469262489953
FDY39,3078.1505895626174
FDY32,2357.3468890265804
FDR33,3240.3824003104464
NCP50,1324.2339549149297
FDZ47,1256.390787469724
FDU57,2562.4039384068246
FDY44,3212.3580386577573
DRH59,848.2209023943724
FDB03,5286.642111403242
FDY36,1340.2198311722439
NCM55,3064.788758003471
DRL60,2425.0196013330824
NCJ54,3842.514458100223
FDI07,3309.227133520931
FDE40,1060.2128674642483
FDE05,2496.516400908333
FDM13,3762.851415751718
FDC34,3945.403439097479
NCI55,1642.2244821383147
NCE43,2395.2896868591315
FDW58,1420.8576429072918
FDR47,3193.9139717279563
FDM60,-1282.7979001411566
NCF06,3926.496028445327
NCN26,3301.212793760943
FDQ59,1508.5056331955689
FDF09,610.8605174937802
FDT44,1885.583864957583
NCF54,4173.628802752417
FDP56,922.5359925240523
FDW44,2965.332954329317
FDU43,3583.705512949709
NCX53,3778.528184766263
DRF15,2503.109885742127
FDU01,3119.8966291014417
FDT12,3813.5342275666558
NCM18,636.1651835586083
NCR42,563.6581171335445
FDN10,1912.0229341509666
FDQ10,2785.1310068132734
DRH13,1744.3341702692405
FDT52,4004.6211844583754
NCV29,3041.6759396406364
NCF06,4263.373477932704
FDO50,1570.2159371043226
FDT59,3820.417787545099
FDX40,1956.0389662452963
NCD30,1232.69688946361
FDK15,1657.4295973270064
FDQ57,2400.5997049227763
FDO09,3961.7479262922748
NCG30,2082.9493542072064
NCN17,3069.1021896695534
NCS42,1426.6788492384812
FDD02,-26.968904879742126
FDE34,2984.1497280753465
FDB33,2563.522499642662
FDZ27,871.450473458616
FDI40,1573.5046537812673
FDG22,585.7740479969009
FDF20,2975.782450395836
FDV50,2035.7021871658958
FDT02,609.9039189762909
FDF26,2571.2895492749853
FDV52,2003.3004403517762
FDX59,677.1544587300157
FDV25,3777.4876436908803
FDW23,2024.5240354009356
FDE53,1432.409756334152
FDH22,2025.0844326496717
NCO41,1609.796511494534
FDF17,3230.312702401151
FDR51,2568.2747703657183
FDC56,1981.857988424837
FDR13,3319.6644731281012
FDQ60,2081.9096183332977
FDN38,4154.765842333529
NCL29,2580.6392233606116
FDO13,4278.560830683848
FDE26,2039.419464287675
FDX14,1282.3049056800116
FDF26,2522.29814604402
DRI11,1800.0086724165144
FDQ60,3333.5045698131303
FDL21,2059.5744232169855
DRC12,4504.185319824772
FDC47,3680.9098666465648
NCZ53,3103.723292603427
FDE28,3423.5672214562655
FDR19,2453.4298280944836
NCF54,871.8598369858391
FDZ08,1289.937736482284
NCJ05,2200.4714542431084
FDF59,2024.933869274018
NCO05,1775.010711311717
FDW24,513.195640325439
NCX42,2405.8379629121737
NCA53,905.981480300695
FDI45,999.2714922913046
FDG46,1832.2800873725027
FDX08,3080.138866273271
NCK17,776.4389222791208
FDK32,2180.1497926605216
NCA42,2706.0184528818886
DRI01,2864.382420924604
NCL55,4203.462845028553
DRE25,1143.0750767195734
FDB10,3841.923240765455
DRN11,2421.579265642976
FDP38,519.664043735692
NCP55,565.2060302956475
FDF12,2548.331780544162
FDM21,3868.1079417155966
FDX56,3485.7090757336077
FDM51,1379.5588580930137
NCR50,2158.1227239342
FDI19,4067.189765391596
FDR31,2534.1171658564567
FDY02,4249.907027499017
NCX17,3726.052877780499
FDI53,3986.2573365582434
NCU30,2754.9311733078353
FDC56,3395.3152912047135
FDK27,1749.6427530613537
FDB52,2269.3186502120825
DRG25,4449.246671167291
FDZ13,880.3557356458803
FDB57,1777.55852759249
FDR40,1306.3897380796984
NCO14,-1248.7205337067555
FDQ28,569.892684863005
FDO13,2582.1830229206066
FDK48,1289.6906545989864
FDU07,2213.4696631005886
FDW20,1992.9669275607207
FDH24,2570.0424091304667
FDV59,3651.2285609218047
FDL16,2080.129365615779
NCQ17,2506.9948830955286
FDJ15,2697.4403257222248
FDX24,1622.7751113243776
FDT47,1621.3522580025656
FDT10,1030.012110794365
FDZ37,1137.808356607215
FDW43,5216.886909954053
FDA32,3592.4134333008938
FDJ38,1183.4402834434838
NCQ41,1276.973201907784
FDG56,1047.2020043263735
DRC13,3380.907020897397
FDV55,2478.2956183095243
FDR03,3408.1150257269487
FDD45,1634.3218793658002
FDT56,894.5313139614364
FDU03,3021.8677527920813
NCO43,2986.172704624474
FDR03,3377.8115574188582
NCJ42,1632.2642801622815
FDR24,1420.0563806106068
FDW60,3033.2976377621108
FDJ08,3125.849863678551
DRL59,481.0680200831024
FDX14,891.6275328249005
FDC20,942.0744129479981
NCS29,4036.2803783886498
FDJ56,1599.6508429796152
FDB20,-658.6329629757241
FDL28,5137.204837422571
FDW01,2158.182659043636
FDL03,3219.943705710078
FDX22,3529.6090266961846
FDJ21,2465.00688596076
FDG21,2726.8274705775784
FDS22,2108.8035135469527
FDK08,1741.9526011205066
FDE17,2113.9045239415886
FDT50,1514.0583354528928
NCX42,2740.5268891349374
FDJ12,3538.0753915886426
NCA18,3289.1627682821613
FDP23,1685.8836783619026
FDX12,3958.725335289842
FDN40,2176.174492106607
FDV48,1386.8039630886844
NCY54,2746.6492129049016
FDR45,3646.987035018694
FDJ52,2608.1881731054445
FDP52,3734.9420413638168
FDG28,3990.708587597071
FDA19,2256.9510310033343
FDW46,2486.648275815437
NCD43,1729.56470062577
DRG39,788.8074643552188
NCF55,619.5526573876284
FDJ07,1953.628007524318
FDE08,2424.644325011415
FDP56,-1108.4342366367205
FDF17,2890.097007537598
FDX44,1433.5120659359152
FDM28,4338.6044639118045
FDI36,3309.255324404946
FDW11,988.2336486522843
FDN40,2580.281843089693
NCQ18,1576.7907173767658
FDC09,3138.8478856806746
FDC08,3823.0663640993303
FDS35,1181.5508087192825
FDX58,2680.0491913671826
FDW58,1683.164732702363
DRD27,1538.7932653832588
FDH32,-333.1254520839026
FDS26,4345.026005403484
FDQ31,1428.1166021106362
FDP11,3318.345292120886
FDZ16,3194.6314206354955
NCM18,-1026.1659517525254
FDP11,3692.7159132942547
DRM23,2712.424431942042
NCN55,5294.779383270161
FDK46,4252.563293101399
FDR01,3248.8137985626568
FDQ01,4142.375103961174
FDM13,2310.36990253147
FDK56,1096.7003602870782
FDO56,3382.9322956604033
FDI16,-1125.903412964221
FDL32,1800.4604159532023
FDA07,2033.6025732967232
FDV46,3719.8843877051145
NCO07,3579.6637924421025
NCP41,1696.8362030825097
FDY60,2027.341078470488
FDO15,1209.2035533658309
FDT60,1992.7185914966303
FDA55,3797.101415325387
DRJ39,3629.5605358430753
FDV34,1340.525038482731
FDS20,4459.364547706193
FDF02,3073.1572044153218
NCB43,2943.447709157738
DRJ59,719.5957671256683
FDC28,1439.450735509446
FDU16,1002.1710912086128
NCD19,994.5564582003253
FDU21,533.0152911575183
FDV59,5026.969867368196
NCR42,637.7332284767717
DRH59,1291.7154556205098
NCM31,2431.1329234690106
FDS50,3700.845888522754
FDP39,835.2770583796182
FDQ55,1936.1111815821473
FDV36,117.89675033390222
FDI05,2609.4903309767988
FDS45,3173.7816267530934
FDJ60,4139.744096305705
DRQ35,1944.6940373687762
NCJ06,1860.1519923606943
NCY42,2047.6545284115332
DRM37,3226.6446881080283
FDE51,740.9970578443135
FDR08,1842.840841122746
FDL22,-454.92654547792034
FDR44,2180.0321488641625
FDI56,-477.169413515374
FDV10,746.5847885588262
NCX41,3451.2804824719146
NCQ38,3091.6374653969074
FDV12,3052.434459706096
FDG20,4314.924483524879
FDV16,1918.95097214495
FDJ32,1111.435584149064
FDN39,2469.4487294755495
FDC14,759.5565586468467
DRG13,2693.4233884795094
FDP01,2647.270636001296
NCO18,4311.862196188724
NCW41,2558.110150675165
FDM52,3820.4053359079603
NCF55,653.9882085370027
FDT09,2119.4426800368874
NCM19,1867.4072128682933
FDW12,2127.2869730646516
FDP15,2288.4575417033425
FDZ25,2914.887867249065
NCW06,3180.373118243079
FDW60,2930.6371281691963
DRC49,2318.608171961422
NCT17,3235.83000493797
NCN06,2338.250624064758
FDC45,2777.1532397495207
DRJ47,835.7181784814888
DRG27,603.5543246617369
FDW40,2330.4319050158883
NCO53,2952.8516870722337
FDE23,745.8316128649938
FDQ16,1688.2518924307024
FDS14,2605.4412555755575
FDY16,3063.9517227507868
FDJ20,2140.554174134513
FDV43,794.6167367640114
FDZ32,3172.393418207573
FDR23,2854.548441740047
FDN24,935.7014265157868
FDE34,4401.512524998414
FDU31,3617.9659332915658
FDW33,1438.2863797288178
FDU26,1829.7272383183722
FDE20,4236.146717841575
NCW05,1784.709907539665
FDB22,2210.1629367429914
FDO56,1898.0675852008621
FDA19,3561.3578536969076
FDH52,644.8802612484596
FDZ50,3056.197064294353
NCN42,2462.0069171805003
FDB53,2369.2957923271742
DRK11,3823.0047699806405
DRG25,2681.935748861541
DRJ23,3029.389804095214
FDG05,2665.587175102988
NCK06,1667.310713058528
FDW07,1094.139342304771
NCA41,2871.8880100509123
FDF38,780.681637771456
FDH52,955.9700054247537
FDY58,1789.3468419242095
FDA22,2415.7893393112345
NCJ43,2986.4641935640425
FDI34,5193.510014302212
FDG56,967.4431542029452
FDS34,1822.101361868099
DRC01,888.0120049381294
FDQ04,722.3258194977143
FDK04,1036.0263132638593
FDT51,1906.091746567688
FDS04,2324.7387771260182
FDW43,3439.7047011446916
FDS23,1859.1549344893697
FDZ36,1137.9765572877122
FDE56,665.0371998384269
FDW10,4303.86423159552
FDU43,3989.2207449924204
NCZ05,1664.9967916199907
NCV41,1957.3873394973311
FDV11,2583.5362857781884
NCY05,700.9911621407882
FDV44,2824.727410978236
FDW32,1424.1586651892223
NCU18,3711.966524106029
NCC43,4233.600995855599
FDW19,1836.5491161059404
FDN31,3274.012447506127
FDF46,1985.0898124317455
FDG14,2167.6839031397058
NCY30,2941.5210535213805
FDO28,1698.0472053126937
DRD24,2377.252904540712
FDI33,1522.9507892133443
FDN32,3028.1570672841576
FDF26,2499.774418693841
NCN29,484.9449482518378
FDA46,3101.1443951388874
FDV36,2087.0897628650164
FDR14,461.774750646444
FDP56,862.2123779846661
FDR48,2443.1484630385976
NCY29,984.1197284413365
FDM22,545.3873269050664
DRJ01,2601.2341585520535
FDV03,2648.4562735428913
FDX11,4378.828462531328
NCA41,4610.018895037116
FDI27,391.79868806392153
FDN32,3020.9498678092336
FDB47,4816.171877273251
FDV07,1833.9986957712513
FDP07,3307.0689071171423
FDK48,904.2400965740289
FDM15,568.3787917230634
FDY19,3366.7860912681926
FDK46,4246.5507724102645
FDH09,993.4046438993639
FDO08,4152.409030115308
FDU14,4058.2669506136203
FDD22,3249.80425190053
FDL02,3128.733528957069
NCA17,2517.5107516466483
FDE38,766.7484705997924
NCG07,3115.756612514619
DRC27,4011.209036638013
FDA27,4238.9169735136475
DRI11,1860.5078740642434
FDN50,1496.0370941087085
FDR12,2778.9837026072673
FDT34,3087.637495757572
FDW11,1145.3874018805693
NCO30,4397.182397609351
NCD42,706.1070545859195
NCR29,900.2647716198451
FDX43,874.4271634583206
FDR49,2129.2757615876785
FDS39,2067.973058341335
FDG22,-1326.5775250702109
NCV53,5386.271103367068
DRJ37,2509.1683782364316
FDV07,1948.8167812192537
FDW52,2378.87605075689
FDD02,1608.9041302776006
FDM16,1298.2140792917648
NCE55,2792.164487171232
FDB57,3339.1566323705315
FDQ04,670.2664586633687
FDQ47,-1416.541494854855
FDY14,2351.7305785251747
FDL57,4225.363175228977
NCK29,1713.7701244887248
FDK46,5719.399454894239
DRE01,5280.270158861094
FDC46,2685.8654986196807
FDX38,830.7100948873585
FDG60,3538.263045893307
FDP39,826.4331723628684
FDB20,1011.2104994256804
FDZ02,1558.7261248177376
FDP19,3507.8885127361773
FDA38,4085.2163342214767
FDO12,4632.4249443355875
FDT14,1968.3321113383095
FDG04,4492.010500525386
FDW59,1120.7602236528346
FDR33,1498.3151164363753
FDP32,2167.7557562780344
FDL13,5414.369167179617
FDD22,1847.57360254402
FDV40,2570.4942857669466
NCD55,588.6119984200855
NCR17,2007.5486342735926
DRO35,1546.4462247970857
FDF40,4102.606273857844
FDR31,2102.194212499998
FDP38,778.375637183937
NCU54,4797.492657861196
FDG22,229.047815836994
DRK59,3811.0624261761463
FDC37,1697.626385275269
NCO42,2321.33317896804
FDX27,1582.132347335963
FDV40,858.4219439211006
FDT45,2295.1286224590185
FDS47,-513.8567091049002
FDR45,4037.6006988426557
FDO49,1141.400473086254
FDU60,4155.3690829929365
FDB26,521.3405756570811
FDQ37,1426.264126471408
FDK32,602.7182433814223
DRM47,3121.712434558515
NCO02,1003.899586144031
FDP04,1011.804155845583
NCO43,1687.9873268491187
FDD59,1305.4870524854127
FDW45,2519.6650144875384
NCK30,4208.32531161274
FDU31,3259.6145763681266
NCQ17,566.1895268070637
FDZ19,2965.015382659522
FDO34,2803.7007845315593
FDM04,-1119.6192732398476
FDZ25,2852.3776712467356
FDU08,1720.7912170492923
NCM18,928.5587030514771
FDS22,777.4401821746771
FDC23,2900.442702545391
FDY46,3034.5714030465715
NCU06,3668.4819837104083
FDX36,5081.524443659317
FDN16,1326.5230100930607
FDC03,3152.1431412859442
DRF60,3856.474471414445
FDS27,4664.470294399887
FDJ36,1297.3517811293702
NCR42,478.3328605846357
NCP42,3296.81128630415
FDB50,2658.984014388086
NCC30,4282.279420671097
FDA23,1354.0147152087554
FDB58,2434.154493030286
NCP29,1113.8951061284033
FDO25,3452.9173155205312
NCM54,2012.4105441255065
NCL54,2778.671588781445
FDF53,2572.464598078894
NCQ42,2129.102697849668
FDF58,1022.1494108909126
FDZ04,1128.9645753622276
FDE26,381.4241117404782
FDE08,2511.9680413871442
NCB43,3041.3559462006237
FDF22,1552.4790839498303
FDE24,2287.744297075851
DRJ49,2077.7480048985544
NCQ53,3979.4375622459215
NCL41,572.2740215452679
FDR22,1792.5665970916461
FDH04,1615.5306167277522
FDY40,826.4218903670458
NCI17,1698.7589077250973
NCC18,2795.388513154779
FDY28,4828.628895321921
FDB45,3146.779015896112
NCL30,1699.8478102185504
FDH22,3482.559176860827
NCI18,3598.364340103403
FDH14,3738.758561317429
FDR36,2093.356301768342
FDK02,3350.131862870572
FDJ02,2079.5593420164632
FDU55,4292.3904152843625
NCV18,2734.5561730460113
FDH14,1936.5161582872233
FDX49,3891.434641607619
NCD43,1651.906611249668
FDZ07,988.5310570527438
FDK43,2221.949075944392
FDR32,3485.314052315273
FDT39,2549.549767764372
FDF38,362.0002820182609
FDV60,3157.22337471836
FDH44,3822.746950629957
FDS21,939.5541826165879
DRG51,2382.6869026217564
NCA29,828.2823314521283
NCL19,3700.516055829115
DRG01,1245.4086184517262
FDG10,938.904984264193
NCV05,2587.6816276762625
NCH18,2033.2108393289382
FDV14,1030.444482673569
DRJ23,3168.379355393095
DRJ11,2994.236199532605
FDJ14,1021.7907816572215
FDD47,4180.102326711263
DRF36,3161.535090599813
FDM21,4178.051030530922
FDV10,392.03114330761287
FDH60,2846.664956735318
FDT19,897.1363652897039
FDH24,4012.6099185870476
FDL02,1394.6252124238536
FDB02,2963.043042425616
FDA43,3201.506034576692
DRC12,3024.4812342502673
FDY37,1999.0323131281966
FDU09,1028.2656940096233
DRJ25,2112.226072589652
DRE12,1492.9118035370286
DRK01,1478.2034730563312
FDC22,1156.7109152693158
FDG44,882.6161375610745
FDW04,2221.7276559444917
FDK09,3786.3162028375677
NCN43,2068.258891612269
FDG04,3122.255010572564
DRE15,1187.8448776263558
FDY11,1237.4070311785238
FDO60,756.194407313156
FDQ20,393.89478110943367
FDO57,4041.182504364852
FDT14,-59.94952318386788
FDA57,691.9472423142931
FDJ03,730.0050851290225
FDR09,4215.799998319511
FDB23,3799.934054947133
FDQ23,1784.2599773577444
FDW04,2110.2176198168863
NCL17,3739.887761651337
FDY21,3254.262726620582
FDJ38,4527.822867395485
FDA37,125.55065044502464
FDV43,714.4844522486412
FDL36,1443.8392695161917
NCL54,2500.6649834164114
DRI47,3746.3910597693016
DRG03,2565.52565235091
FDG21,2588.91589986712
FDW03,1458.8640328543436
NCI55,1893.8278145270983
DRC36,880.3638851869455
NCU41,4586.689381050239
FDN46,3088.186269876095
NCA05,3848.8450295394464
DRH01,2432.425849634149
FDT08,2157.2406609033665
FDM08,3401.367938913932
FDZ07,1086.8235464934378
FDV35,3997.3267741019085
FDW58,3188.8945672622235
FDY34,2678.313519757681
FDR10,2594.9262160424314
FDR02,3169.067928842076
FDX49,3818.29614415234
FDQ20,660.382051158583
NCW06,3052.7173135636754
NCE43,2705.8798090109326
DRO59,2615.904531814846
FDN09,4082.040710815759
FDR11,2626.0861839669246
FDO57,2603.266048856114
FDB05,3766.463568119892
FDQ08,685.8485676850303
NCG43,1561.0025334447532
FDJ56,1653.5853283463125
FDB37,3626.2559521423673
FDZ02,1248.2400853151064
FDQ24,4056.1102297589573
FDM16,1191.6527253418599
FDU35,1742.7165104254786
FDT35,2882.082441880191
NCX30,4080.5436459702255
FDI12,1509.2553490293542
FDE35,1088.7279969428096
NCP14,3083.082938311127
FDM39,3024.640759727338
FDO58,737.1777958695186
NCQ54,2660.2425378502808
FDV10,2094.198862908406
NCK17,629.1933462131694
NCF55,1963.4071622434544
FDV33,4286.532374538174
NCH29,-349.41936132208207
FDA37,3460.6209371604687
FDH46,1375.9594682914812
FDS25,1901.84720125802
FDH04,2860.0700324916547
FDX52,3083.176987910474
FDL25,3080.9760574384704
FDY09,2843.8245879684755
FDS40,538.0684874131397
FDG38,1497.9248363844576
FDU03,4393.1502112022845
FDV20,2050.0732891386237
NCQ30,1943.8557167395707
NCH06,3973.6385204163557
FDU50,1531.6456022618088
NCO42,413.65141010549723
FDW09,993.919497968102
FDH04,1480.893354584046
FDL21,714.0998127093576
FDT22,-990.512957590069
FDB28,3333.6307648996703
FDI12,1125.1477188491938
FDF59,2068.9305188623553
FDM45,3402.709770850951
FDR46,2412.870604648193
FDT01,3432.537177409939
FDD16,2606.0607149181674
FDI56,1656.0133453327321
NCS30,2050.753793996402
FDX51,4655.325574521517
FDC37,1416.2737644029728
FDP58,3572.2097538671387
NCY42,2431.6440992596085
FDF21,2828.2983356709283
FDU10,2027.9029658450186
DRL47,1661.4682941618953
FDA58,3623.2822942080393
FDJ22,3201.761945602673
FDK50,2613.7740399483096
FDO38,1350.50342570259
DRF60,3987.56197061998
NCZ42,1925.7875595278047
FDD35,2002.5872805754866
FDJ16,886.7924923354449
DRK59,3884.8002511279933
FDI50,3777.5308625391503
DRI37,980.39675131534
FDA14,3792.3004091971366
FDC08,3410.3002659467434
FDS45,1707.9135006931447
FDI21,1116.053298225348
DRJ47,2904.061900090865
DRE37,4434.239591356878
FDT55,2299.668098171645
NCG42,3486.8604596780515
FDA31,2896.587481126466
NCW42,3563.981827578615
FDK56,3137.5704938091817
FDX10,697.5431036113557
NCK07,4043.302059353248
FDR33,1800.5267932326606
FDO44,1538.5264808476456
FDA20,3068.549692360652
FDI05,-799.3148970645772
FDQ12,3447.467548300061
FDH34,2760.1022978388255
FDF29,2086.800467586616
FDG40,206.21513605216444
FDY50,1399.5171785274194
FDB36,2222.052406858079
NCZ29,2135.8636097668264
FDU20,1639.790808493215
FDO56,1955.267144203705
FDW31,3339.5443202660813
DRH59,1173.600540800525
FDK43,3544.8374988407327
FDJ27,1589.2632025702449
FDC45,2730.0754063044146
FDY40,882.4973280806717
NCM41,1602.8774648600493
NCK18,742.6946342753208
FDP37,2323.4477686711334
FDA27,5580.217196645368
NCX30,4123.23826098925
FDG08,4232.307856250694
NCU30,2684.673573174047
FDC48,1349.3247153371422
NCF18,3004.529091501068
FDU46,1125.7363950006747
FDH41,3185.540451193301
FDU49,1378.0276224007034
FDB20,2707.014001578964
FDG50,-459.45244787059517
NCO55,1783.0238626258283
FDX48,2484.8210179614143
FDU48,2114.161175518845
FDR48,512.1462131606854
FDK27,2053.477239471086
FDT35,2722.6910538459856
FDN12,1838.2889250619246
NCE31,-1490.129139748161
NCP41,1845.9755173032613
FDJ27,1644.8323023788253
FDK55,1529.4083553237672
FDM33,3667.9667796665303
FDY46,3013.6985874951433
FDD36,1899.9110999499635
FDB12,3059.968816091401
FDF28,101.20736183513065
NCE07,388.92058092149637
FDW50,4073.6115726738767
NCJ17,-595.7626058758235
FDS07,2029.598831308907
FDZ22,1056.203178999066
FDK02,1909.4280498040075
FDZ45,4660.062266192965
FDL25,1623.2146707321394
NCZ42,5253.370884581238
FDX57,1674.03774436192
FDF21,3109.685310121157
FDJ56,1288.376450555849
FDX10,579.4418288433403
DRG48,2455.874660854599
DRN37,2639.256708809744
NCY41,227.97793212041597
DRG13,2580.622200775125
FDP59,1784.980502062664
FDL57,5641.283922734656
FDK09,3402.0195250445395
FDC57,3228.57585117973
FDI09,4172.308818484589
NCB07,3136.4948051886117
FDP26,1740.3697569744586
FDP40,3220.9593882416107
FDL15,2490.7910849345412
FDV07,1836.5052532764698
FDE50,3093.2291413463568
FDT22,925.0600125464582
DRO35,1981.651469032859
FDJ41,4362.303270785273
FDQ27,1878.8853237887847
NCF43,3728.3287715141
NCR50,2556.9689273188346
FDE39,1626.4669557078778
FDN49,2217.0286383068915
DRG11,1830.5562157625368
NCA18,1940.5487988088867
FDM36,2508.298088435881
FDX14,2606.1790734270853
FDI34,1859.351586138821
NCJ17,1487.7713208421223
FDB52,4283.340589953064
FDV55,2041.8882369939379
FDC57,3104.224698317665
FDB29,1802.476539951901
NCO43,1719.134785434299
FDH40,1367.9568206956997
NCD07,3198.5966825538258
FDH47,1204.4441429160597
DRK37,3178.4025234511237
FDM25,1134.3733944361256
FDC47,5116.3492271618925
FDG20,2908.3861247387363
FDY33,2569.244053315064
FDX47,2723.77726812067
FDP36,888.003778968638
FDW44,2549.9419221326657
NCU41,2819.099242463402
NCS17,1509.6030168246934
FDD46,2654.818440428826
NCA29,2481.6245485158834
NCN41,3428.920682719156
FDY34,2822.2549395296464
NCG55,1951.7859840322303
DRM49,603.4425697922575
NCB42,1973.7653409840837
DRJ25,707.4054348859806
FDY21,3269.2786938901145
NCI54,1764.6940349842657
FDY43,2878.134218684902
FDF35,1376.7002335680932
NCP29,-931.2575518824027
FDN28,3052.9457282482335
FDJ50,546.7147430795156
FDQ14,3841.763670999612
FDC37,1869.6404232909144
FDN08,1935.6929312202506
FDD04,2392.2689325545603
FDW34,3708.7164188640195
NCN14,2622.431848841161
NCF19,724.7721619930585
FDY21,2871.7051226091867
FDY19,2006.2714143862163
FDA28,2032.8353411642047
FDC38,1831.1822229153172
NCH43,3592.938004354943
NCO30,2676.7784908687768
FDT04,-1395.1609047372572
FDB27,2889.5130862989363
NCK07,2678.311290536459
NCA53,805.4473382774111
FDB33,2328.4291303930113
FDR13,2001.3679254916092
FDE45,3012.5153625351127
FDX44,-440.1861239024762
FDX55,3668.675189687578
NCK17,354.4390842456785
FDH52,1099.9134482317272
FDN13,3203.6160176253848
FDK44,2489.9858198510024
FDU16,1245.5785534146085
NCN06,4046.6922851268487
FDH57,2157.6197938967166
NCU29,2402.550916676009
NCP02,893.6226639653469
FDN44,2664.589283904433
FDX03,411.6805262322275
FDA36,3032.0313127067793
FDP58,4958.828895828177
FDH34,3199.082744019008
FDS13,4435.729860402389
FDT01,3188.5093837983736
FDY09,2952.2776641867067
FDV33,5655.783295584562
FDX01,1903.5627651238387
FDL03,3303.5842888924685
DRL59,895.0294890678631
DRM11,5670.608334701987
FDA43,3320.898340371216
FDI44,944.5468417759209
FDB50,1245.3450603797805
FDU15,-1342.4749688368724
NCJ19,-1041.932688074624
FDD48,1894.280574797408
NCW42,3677.3688841801873
NCB30,3198.1416208801925
FDK25,2912.0478279553336
FDW28,3212.1750929144637
FDK16,-478.0287153369467
FDW37,1419.5061197946288
FDA48,3718.7525530613234
FDV15,1669.5832319720757
FDN22,4159.482181567508
FDY43,2750.1201475021157
FDF10,2486.090284938199
FDR39,2696.3819694175454
FDG40,500.1913349155353
FDZ28,114.31290367791473
FDU60,2799.054363603189
FDM21,4195.148285086594
FDV52,-97.60750240338746
NCW06,3086.8008024869628
FDX36,3795.2069927125117
FDT35,4221.569402988995
NCD31,2635.9691052523817
FDE53,-199.52845679891914
FDW58,-170.7966715537279
DRF48,3016.6451325448224
FDW57,2990.0225725617966
FDT33,2771.746989748278
DRK47,5087.400676506704
FDC35,1434.238105908409
FDO03,3795.3564157451306
FDF56,2633.149442516604
FDD28,900.5543700309208
FDG53,3708.473917646313
FDO27,-386.9178286536444
NCF54,2438.987167875181
FDC20,2333.4529966870005
FDU10,591.2824641438851
DRA24,2281.3286389618615
FDP04,-902.3172288000816
NCM55,2969.7930946854262
FDU13,3809.55220343678
NCJ43,2812.2001787992226
FDS04,3627.6650431938824
FDB41,2112.71463471717
FDG53,2267.754847974985
FDQ08,1073.3881375393871
DRN36,1504.0103487780964
FDI46,4158.1690363388225
FDG16,4891.43610662458
